image_id,imgW,imgH,CVisibleAreaWidth,CVisibleAreaHeight,errorType,area
C10,96768,211968,4741.632,3194.038356,TP,53551195
C10,96768,211968,4741.632,3194.038356,TP,53551195
C10,96768,211968,7160.832,4839.452055,TP,53551195
C10,96768,211968,7160.832,4839.452055,TP,53551195
C10,96768,211968,24095.232,16454.13699,TP,53551195
C10,96768,211968,24095.232,16454.13699,FP,53551195
C10,96768,211968,24095.232,16454.13699,TP,53551195
C10,96768,211968,10741.248,7259.178082,TP,53551195
C10,96768,211968,10741.248,7259.178082,TP,53551195
C10,96768,211968,4741.632,3194.038356,TP,53551195
C10,96768,211968,4741.632,3194.038356,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,7160.832,4839.452055,TP,53551195
C10,96768,211968,7160.832,4839.452055,TP,53551195
C10,96768,211968,7160.832,4839.452055,TP,53551195
C10,96768,211968,7160.832,4839.452055,TP,53551195
C10,96768,211968,7160.832,4839.452055,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,7160.832,4839.452055,TP,53551195
C10,96768,211968,10741.248,7259.178082,TP,53551195
C10,96768,211968,16063.488,10937.16164,TP,53551195
C10,96768,211968,16063.488,10937.16164,FP,484017
C10,96768,211968,16063.488,10937.16164,FP,53551195
C10,96768,211968,16063.488,10937.16164,TP,53551195
C10,96768,211968,7160.832,4839.452055,TP,53551195
C10,96768,211968,7160.832,4839.452055,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,44651.5
C10,96768,211968,3193.344,2129.358904,TP,175603.5
C10,96768,211968,4741.632,3194.038356,TP,44651.5
C10,96768,211968,7160.832,4839.452055,FP,44651.5
C10,96768,211968,7160.832,4839.452055,FP,94392.5
C10,96768,211968,7160.832,4839.452055,FP,53143.5
C10,96768,211968,4741.632,3194.038356,FP,26039.5
C10,96768,211968,3193.344,2129.358904,TP,27096
C10,96768,211968,3193.344,2129.358904,TP,26039.5
C10,96768,211968,3193.344,2129.358904,FP,26039.5
C10,96768,211968,3193.344,2129.358904,FP,27096
C10,96768,211968,4741.632,3194.038356,TP,253412
C10,96768,211968,4741.632,3194.038356,TP,253412
C10,96768,211968,7160.832,4839.452055,FP,821974.5
C10,96768,211968,7160.832,4839.452055,FP,80462
C10,96768,211968,7160.832,4839.452055,FP,283917
C10,96768,211968,7160.832,4839.452055,FP,26039.5
C10,96768,211968,7160.832,4839.452055,TP,26039.5
C10,96768,211968,7160.832,4839.452055,FP,103862
C10,96768,211968,7160.832,4839.452055,FP,103862
C10,96768,211968,7160.832,4839.452055,TP,253412
C10,96768,211968,7160.832,4839.452055,TP,103862
C10,96768,211968,7160.832,4839.452055,TP,53551195
C10,96768,211968,7160.832,4839.452055,TP,44651.5
C10,96768,211968,7160.832,4839.452055,FP,44651.5
C10,96768,211968,7160.832,4839.452055,FP,283917
C20,97792,211968,3618.304,2444.280443,FP,2695505.5
C10,96768,211968,7160.832,4839.452055,TP,53551195
C20,97792,211968,3618.304,2444.280443,FP,2695505.5
C10,96768,211968,7160.832,4839.452055,TP,53551195
C10,96768,211968,7160.832,4839.452055,TP,53551195
C10,96768,211968,7160.832,4839.452055,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,4741.632,3194.038356,TP,53551195
C10,96768,211968,7160.832,4839.452055,TP,53551195
C10,96768,211968,16063.488,10937.16164,TP,53551195
C10,96768,211968,24095.232,16454.13699,TP,53551195
C10,96768,211968,24095.232,16454.13699,TP,53551195
C10,96768,211968,24095.232,16454.13699,TP,53551195
C10,96768,211968,54286.848,36876.62466,TP,53551195
C10,96768,211968,54286.848,36876.62466,TP,53551195
C10,96768,211968,54286.848,36876.62466,TP,53551195
C23,102400,86016,24166.4,16384,FP,464964
C10,96768,211968,54286.848,36876.62466,TP,53551195
C10,96768,211968,54286.848,36876.62466,FP,53551195
C23,102400,86016,10752,7270.4,TP,464964
C20,97792,211968,3618.304,2444.280443,TP,2695505.5
C20,97792,211968,3618.304,2444.280443,FP,2695505.5
C23,102400,86016,7168,4812.8,TP,464964
C23,102400,86016,7168,4812.8,TP,464964
C10,96768,211968,54286.848,36876.62466,FP,367549.5
C10,96768,211968,54286.848,36876.62466,FP,367549.5
C10,96768,211968,54286.848,36876.62466,FP,25054
C23,102400,86016,2150.4,1433.6,TP,464964
C23,102400,86016,2150.4,1433.6,TP,464964
C20,97792,211968,3618.304,2444.280443,TP,2695505.5
C10,96768,211968,54286.848,36876.62466,FP,53551195
C23,102400,86016,2150.4,1433.6,TP,464964
C20,97792,211968,3618.304,2444.280443,TP,2695505.5
C10,96768,211968,54286.848,36876.62466,FP,484017
C23,102400,86016,2150.4,1433.6,TP,464964
C10,96768,211968,54286.848,36876.62466,TP,53551195
C20,97792,211968,3618.304,2444.280443,TP,2695505.5
C10,96768,211968,54286.848,36876.62466,TP,53551195
C20,97792,211968,3618.304,2444.280443,TP,2695505.5
C23,102400,86016,2150.4,1433.6,TP,464964
C20,97792,211968,3618.304,2444.280443,TP,2695505.5
C23,102400,86016,2150.4,1433.6,TP,464964
C20,97792,211968,3618.304,2444.280443,TP,2695505.5
C20,97792,211968,3618.304,2444.280443,TP,2695505.5
C20,97792,211968,3618.304,2444.280443,TP,2695505.5
C23,102400,86016,2150.4,1433.6,TP,464964
C20,97792,211968,3618.304,2444.280443,TP,2695505.5
C10,96768,211968,54286.848,36876.62466,Recognition,53551195
C20,97792,211968,3618.304,2444.280443,TP,2695505.5
C23,102400,86016,2150.4,1433.6,Recognition,464964
C23,102400,86016,2150.4,1433.6,FP,464964
C23,102400,86016,2150.4,1433.6,TP,464964
C23,102400,86016,2150.4,1433.6,TP,464964
C23,102400,86016,2150.4,1433.6,TP,464964
C10,96768,211968,54286.848,36876.62466,TP,53551195
C23,102400,86016,2150.4,1433.6,TP,464964
C10,96768,211968,36191.232,24584.41644,TP,53551195
C23,102400,86016,2150.4,1433.6,TP,464964
C10,96768,211968,36191.232,24584.41644,FP,484017
C20,97792,211968,3618.304,2444.280443,TP,2695505.5
C23,102400,86016,2150.4,1433.6,TP,464964
C20,97792,211968,3618.304,2444.280443,FP,2695505.5
C10,96768,211968,36191.232,24584.41644,TP,53551195
C42,98304,103936,3145.728,2163.284768,FP,81333.5
C10,96768,211968,36191.232,24584.41644,TP,53551195
C20,97792,211968,3618.304,2444.280443,TP,2695505.5
C20,97792,211968,3618.304,2444.280443,TP,2695505.5
C10,96768,211968,36191.232,24584.41644,TP,53551195
C10,96768,211968,36191.232,24584.41644,TP,53551195
C20,97792,211968,12126.208,8310.553506,Recognition,2695505.5
C10,96768,211968,24095.232,16454.13699,Recognition,53551195
C20,97792,211968,12126.208,8310.553506,FP,2695505.5
C10,96768,211968,24095.232,16454.13699,Recognition,53551195
C20,97792,211968,12126.208,8310.553506,TP,2695505.5
C10,96768,211968,10741.248,7259.178082,TP,53551195
C42,98304,103936,3145.728,2163.284768,FP,81333.5
C10,96768,211968,4741.632,3194.038356,TP,53551195
C20,97792,211968,12126.208,8310.553506,TP,2695505.5
C20,97792,211968,12126.208,8310.553506,TP,2695505.5
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C42,98304,103936,3145.728,2163.284768,TP,81333.5
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C42,98304,103936,3145.728,2163.284768,TP,81333.5
C20,97792,211968,12126.208,8310.553506,TP,2695505.5
C10,96768,211968,3193.344,2129.358904,TP,53551195
C20,97792,211968,12126.208,8310.553506,FP,2695505.5
C10,96768,211968,3193.344,2129.358904,TP,53551195
C20,97792,211968,12126.208,8310.553506,TP,2695505.5
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,7160.832,4839.452055,TP,53551195
C20,97792,211968,12126.208,8310.553506,FP,2695505.5
C20,97792,211968,12126.208,8310.553506,TP,2695505.5
C10,96768,211968,10741.248,7259.178082,TP,53551195
C10,96768,211968,16063.488,10937.16164,TP,53551195
C42,98304,103936,3145.728,2163.284768,TP,81333.5
C10,96768,211968,24095.232,16454.13699,TP,53551195
C10,96768,211968,24095.232,16454.13699,TP,53551195
C20,97792,211968,12126.208,8310.553506,Recognition,2695505.5
C10,96768,211968,24095.232,16454.13699,TP,53551195
C20,97792,211968,12126.208,8310.553506,FP,2695505.5
C10,96768,211968,16063.488,10937.16164,TP,53551195
C10,96768,211968,16063.488,10937.16164,TP,53551195
C20,97792,211968,12126.208,8310.553506,TP,2695505.5
C10,96768,211968,16063.488,10937.16164,FP,53551195
C20,97792,211968,12126.208,8310.553506,FP,2695505.5
C10,96768,211968,7160.832,4839.452055,FP,583185
C20,97792,211968,12126.208,8310.553506,TP,2695505.5
C10,96768,211968,7160.832,4839.452055,FP,53551195
C10,96768,211968,7160.832,4839.452055,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C23,102400,86016,2150.4,1433.6,TP,464964
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C23,102400,86016,2150.4,1433.6,TP,464964
C10,96768,211968,3193.344,2129.358904,TP,53551195
C23,102400,86016,2150.4,1433.6,TP,464964
C23,102400,86016,2150.4,1433.6,TP,464964
C10,96768,211968,7160.832,4839.452055,TP,53551195
C23,102400,86016,2150.4,1433.6,TP,464964
C10,96768,211968,10741.248,7259.178082,TP,53551195
C23,102400,86016,2150.4,1433.6,TP,464964
C10,96768,211968,10741.248,7259.178082,TP,53551195
C23,102400,86016,2150.4,1433.6,TP,464964
C10,96768,211968,10741.248,7259.178082,TP,53551195
C23,102400,86016,2150.4,1433.6,FP,464964
C10,96768,211968,10741.248,7259.178082,TP,53551195
C23,102400,86016,2150.4,1433.6,TP,464964
C23,102400,86016,2150.4,1433.6,TP,464964
C10,96768,211968,10741.248,7259.178082,FP,53551195
C23,102400,86016,2150.4,1433.6,TP,464964
C23,102400,86016,2150.4,1433.6,TP,464964
C10,96768,211968,7160.832,4839.452055,FP,283917
C23,102400,86016,2150.4,1433.6,FP,464964
C23,102400,86016,2150.4,1433.6,TP,464964
C10,96768,211968,7160.832,4839.452055,TP,175603.5
C23,102400,86016,2150.4,1433.6,TP,464964
C10,96768,211968,7160.832,4839.452055,TP,53551195
C10,96768,211968,7160.832,4839.452055,TP,53551195
C23,102400,86016,2150.4,1433.6,Recognition,10000
C10,96768,211968,7160.832,4839.452055,TP,53551195
C10,96768,211968,7160.832,4839.452055,TP,53551195
C23,102400,86016,2150.4,1433.6,TP,464964
C10,96768,211968,7160.832,4839.452055,TP,53551195
C41,97792,221184,10757.12,7333.687003,TP,18709261
C10,96768,211968,3193.344,2129.358904,TP,53551195
C10,96768,211968,3193.344,2129.358904,TP,53551195
C23,102400,86016,2150.4,1433.6,TP,464964
C41,97792,221184,10757.12,7333.687003,TP,18709261
C10,96768,211968,2128.896,1451.835616,TP,53551195
C23,102400,86016,2150.4,1433.6,TP,464964
C10,96768,211968,2128.896,1451.835616,TP,53551195
C23,102400,86016,2150.4,1433.6,TP,464964
C7,97792,218624,2151.424,1466.618962,TP,1836485
C10,96768,211968,2128.896,1451.835616,TP,53551195
C7,97792,218624,2151.424,1466.618962,TP,1836485
C10,96768,211968,2128.896,1451.835616,TP,53551195
C10,96768,211968,2128.896,1451.835616,TP,53551195
C10,96768,211968,2612.736,1774.465753,TP,53551195
C10,96768,211968,3096.576,2097.09589,TP,53551195
C23,102400,86016,2150.4,1433.6,TP,464964
C23,102400,86016,2150.4,1433.6,TP,464964
C10,96768,211968,3580.416,2419.726027,TP,53551195
C23,102400,86016,2150.4,1433.6,FP,464964
C7,97792,218624,2151.424,1466.618962,TP,1836485
C10,96768,211968,8128.512,5516.975342,TP,53551195
C23,102400,86016,2150.4,1433.6,FP,464964
C7,97792,218624,2151.424,1466.618962,TP,1836485
C10,96768,211968,18289.152,12388.99726,TP,53551195
C23,102400,86016,2150.4,1433.6,FP,464964
C10,96768,211968,18289.152,12388.99726,TP,53551195
C7,97792,218624,3227.136,2151.041145,TP,1836485
C7,97792,218624,3227.136,2151.041145,TP,1836485
C10,96768,211968,18289.152,12388.99726,TP,53551195
C23,102400,86016,2150.4,1433.6,TP,464964
C23,102400,86016,2150.4,1433.6,TP,464964
C7,97792,218624,3227.136,2151.041145,TP,1836485
C23,102400,86016,2150.4,1433.6,TP,464964
C7,97792,218624,3227.136,2151.041145,TP,1836485
C10,96768,211968,18289.152,12388.99726,TP,53551195
C7,97792,218624,3227.136,2151.041145,TP,1836485
C23,102400,86016,2150.4,1433.6,TP,464964
C10,96768,211968,18289.152,12388.99726,TP,53551195
C7,97792,218624,3227.136,2151.041145,Recognition,1836485
C10,96768,211968,8128.512,5516.975342,TP,53551195
C7,97792,218624,3227.136,2151.041145,TP,1836485
C23,102400,86016,2150.4,1433.6,TP,464964
C7,97792,218624,3227.136,2151.041145,TP,1836485
C10,96768,211968,3580.416,2419.726027,TP,53551195
C10,96768,211968,3580.416,2419.726027,TP,53551195
C23,102400,86016,4812.8,3276.8,TP,464964
C10,96768,211968,3580.416,2419.726027,TP,53551195
C10,96768,211968,3580.416,2419.726027,TP,53551195
C23,102400,86016,2150.4,1433.6,TP,464964
C10,96768,211968,3580.416,2419.726027,TP,56031
C23,102400,86016,2150.4,1433.6,TP,464964
C7,97792,218624,3227.136,2151.041145,TP,1836485
C23,102400,86016,2150.4,1433.6,FP,464964
C10,96768,211968,3580.416,2419.726027,TP,53551195
C7,97792,218624,3227.136,2151.041145,TP,1836485
C40,86016,86016,36212.736,24600.576,TP,485222.5
C41,97792,221184,10757.12,7333.687003,TP,18709261
C23,102400,86016,2150.4,1433.6,FP,464964
C7,97792,218624,3227.136,2151.041145,TP,1836485
C10,96768,211968,3580.416,2419.726027,TP,53551195
C41,97792,221184,10757.12,7333.687003,TP,18709261
C23,102400,86016,2150.4,1433.6,TP,464964
C7,97792,218624,3227.136,2151.041145,TP,1836485
C10,96768,211968,3580.416,2419.726027,TP,53551195
C41,97792,221184,10757.12,7333.687003,TP,18709261
C7,97792,218624,3227.136,2151.041145,Recognition,1836485
C23,102400,86016,2150.4,1433.6,TP,464964
C40,86016,86016,36212.736,24600.576,TP,485222.5
C41,97792,221184,10757.12,7333.687003,TP,18709261
C7,97792,218624,3227.136,2151.041145,TP,1836485
C23,102400,86016,2150.4,1433.6,TP,464964
C41,97792,221184,10757.12,7333.687003,TP,18709261
C41,97792,221184,10757.12,7333.687003,TP,18709261
C40,86016,86016,36212.736,24600.576,TP,292401.5
C23,102400,86016,2150.4,1433.6,FP,464964
C10,96768,211968,18289.152,12388.99726,TP,53551195
C7,97792,218624,2151.424,1466.618962,TP,1836485
C7,97792,218624,2151.424,1466.618962,TP,1836485
C10,96768,211968,41029.632,27875.24384,TP,53551195
C10,96768,211968,41029.632,27875.24384,TP,53551195
C23,102400,86016,2150.4,1433.6,FP,464964
C10,96768,211968,41029.632,27875.24384,TP,53551195
C10,96768,211968,41029.632,27875.24384,TP,53551195
C23,102400,86016,2150.4,1536,TP,464964
C10,96768,211968,41029.632,27875.24384,FP,53551195
C23,102400,86016,2150.4,1536,TP,464964
C10,96768,211968,41029.632,27875.24384,TP,53551195
C23,102400,86016,3276.8,2252.8,TP,464964
C23,102400,86016,3276.8,2252.8,TP,464964
C10,96768,211968,41029.632,27875.24384,FP,53551195
C38,97792,218112,3227.136,2151.777578,FP,-1
C38,97792,218112,3227.136,2151.777578,FP,-1
C23,102400,86016,3276.8,2252.8,TP,464964
C38,97792,218112,3227.136,2151.777578,FP,-1
C10,96768,211968,27385.344,18583.49589,TP,53551195
C52,97792,221184,2542.592,1662.302387,FP,-1
C38,97792,218112,3227.136,2151.777578,FP,-1
C10,96768,211968,27385.344,18583.49589,TP,53551195
C38,97792,218112,3227.136,2151.777578,FP,-1
C52,97792,221184,2542.592,1662.302387,FP,-1
C10,96768,211968,18289.152,12388.99726,TP,821974.5
C52,97792,221184,2542.592,1662.302387,FP,-1
C10,96768,211968,18289.152,12388.99726,TP,94392.5
C10,96768,211968,18289.152,12388.99726,FP,480413
C13,97792,217088,54274.56,36865.84505,FP,-1
C52,97792,221184,2542.592,1662.302387,FP,-1
C41,97792,221184,10757.12,7333.687003,TP,18709261
C10,96768,211968,18289.152,12388.99726,TP,103186
C10,96768,211968,8128.512,5516.975342,FP,484017
C41,97792,221184,10757.12,7333.687003,TP,18709261
C10,96768,211968,8128.512,5516.975342,TP,53551195
C41,97792,221184,10757.12,7333.687003,TP,18709261
C10,96768,211968,8128.512,5516.975342,TP,53551195
C10,96768,211968,8128.512,5516.975342,TP,53551195
C41,97792,221184,10757.12,7333.687003,TP,18709261
C13,97792,217088,10757.12,7334.054054,FP,-1
C41,97792,221184,10757.12,7333.687003,TP,18709261
C41,97792,221184,10757.12,7333.687003,Recognition,18709261
C10,96768,211968,3580.416,2419.726027,TP,53551195
C13,97792,217088,10757.12,7334.054054,FP,-1
C10,96768,211968,3580.416,2419.726027,TP,53551195
C38,97792,218112,3227.136,2151.777578,FP,-1
C10,96768,211968,5419.008,3677.983562,TP,53551195
C10,96768,211968,12192.768,8227.068493,TP,53551195
C38,97792,218112,3227.136,2151.777578,FP,-1
C41,97792,221184,10757.12,7333.687003,Recognition,18709261
C38,97792,218112,3227.136,2151.777578,FP,-1
C10,96768,211968,12192.768,8227.068493,TP,53551195
C10,96768,211968,18289.152,12388.99726,TP,53551195
C23,102400,86016,7372.8,5017.6,TP,464964
C10,96768,211968,18289.152,12388.99726,TP,53551195
C41,97792,221184,10757.12,7333.687003,TP,18709261
C23,102400,86016,7372.8,5017.6,TP,464964
C10,96768,211968,18289.152,12388.99726,TP,484017
C23,102400,86016,7372.8,5017.6,TP,464964
C10,96768,211968,18289.152,12388.99726,TP,53551195
C41,97792,221184,10757.12,7333.687003,TP,18709261
C10,96768,211968,18289.152,12388.99726,FP,484017
C23,102400,86016,7372.8,5017.6,TP,464964
C41,97792,221184,10757.12,7333.687003,TP,18709261
C41,97792,221184,10757.12,7333.687003,TP,18709261
C10,96768,211968,18289.152,12388.99726,TP,53551195
C41,97792,221184,10757.12,7333.687003,TP,18709261
C52,97792,221184,2542.592,1662.302387,FP,-1
C10,96768,211968,18289.152,12388.99726,TP,53551195
C10,96768,211968,18289.152,12388.99726,FP,53551195
C10,96768,211968,18289.152,12388.99726,TP,53551195
C10,96768,211968,18289.152,12388.99726,TP,53551195
C10,96768,211968,18289.152,12388.99726,TP,53551195
C10,96768,211968,18289.152,12388.99726,FP,53551195
C10,96768,211968,18289.152,12388.99726,FP,484017
C10,96768,211968,18289.152,12388.99726,FP,484017
C10,96768,211968,18289.152,12388.99726,FP,484017
C10,96768,211968,18289.152,12388.99726,FP,53551195
C13,97792,217088,10757.12,7334.054054,FP,-1
C10,96768,211968,18289.152,12388.99726,FP,77215.5
C41,97792,221184,10757.12,7333.687003,FP,18709261
C13,97792,217088,10757.12,7334.054054,FP,-1
C41,97792,221184,10757.12,7333.687003,TP,18709261
C10,96768,211968,8128.512,5516.975342,FP,53551195
C13,97792,217088,10757.12,7334.054054,FP,-1
C41,97792,221184,10757.12,7333.687003,TP,18709261
C10,96768,211968,3580.416,2419.726027,TP,53551195
C10,96768,211968,3580.416,2419.726027,TP,53551195
C10,96768,211968,3580.416,2419.726027,TP,53551195
C10,96768,211968,3580.416,2419.726027,FP,53551195
C13,97792,217088,10757.12,7334.054054,FP,-1
C10,96768,211968,3580.416,2419.726027,TP,484017
C7,97792,218624,2151.424,1466.618962,TP,1836485
C10,96768,211968,3580.416,2419.726027,TP,484017
C10,96768,211968,3580.416,2419.726027,FP,484017
C39,97792,221184,28555.264,19458.71618,TP,8005834
C10,96768,211968,8128.512,5516.975342,FP,484017
C10,96768,211968,8128.512,5516.975342,FP,484017
C10,96768,211968,18289.152,12388.99726,TP,484017
C38,97792,218112,3227.136,2151.777578,FP,-1
C10,96768,211968,18289.152,12388.99726,TP,484017
C13,97792,217088,10757.12,7334.054054,FP,-1
C10,96768,211968,18289.152,12388.99726,FP,484017
C7,97792,218624,2151.424,1466.618962,TP,1836485
C39,97792,221184,28555.264,19458.71618,TP,5842155
C13,97792,217088,10757.12,7334.054054,FP,-1
C38,97792,218112,3227.136,2151.777578,FP,-1
C13,97792,217088,10757.12,7334.054054,FP,-1
C7,97792,218624,2151.424,1466.618962,TP,1836485
C10,96768,211968,18289.152,12388.99726,TP,53551195
C39,97792,221184,28555.264,19458.71618,FP,5711488.5
C10,96768,211968,18289.152,12388.99726,TP,53551195
C38,97792,218112,3227.136,2151.777578,FP,-1
C7,97792,218624,2151.424,1466.618962,TP,1836485
C38,97792,218112,3227.136,2151.777578,FP,-1
C7,97792,218624,2151.424,1466.618962,TP,1836485
C10,96768,211968,18289.152,12388.99726,TP,53551195
C7,97792,218624,2151.424,1466.618962,TP,1836485
C10,96768,211968,18289.152,12388.99726,TP,53551195
C39,97792,221184,28555.264,19458.71618,TP,8005834
C10,96768,211968,18289.152,12388.99726,TP,53551195
C7,97792,218624,2151.424,1466.618962,TP,1836485
C39,97792,221184,28555.264,19458.71618,TP,8005834
C7,97792,218624,3227.136,2151.041145,TP,1836485
C39,97792,221184,28555.264,19458.71618,TP,8005834
C7,97792,218624,3227.136,2151.041145,TP,1836485
C39,97792,221184,28555.264,19458.71618,TP,5711488.5
C7,97792,218624,3227.136,2151.041145,TP,1836485
C39,97792,221184,28555.264,19458.71618,FP,5711488.5
C7,97792,218624,3227.136,2151.041145,TP,1836485
C52,97792,221184,2542.592,1662.302387,FP,-1
C10,96768,211968,12192.768,8227.068493,TP,53551195
C39,97792,221184,28555.264,19458.71618,TP,5711488.5
C7,97792,218624,4791.808,3226.561717,TP,1836485
C10,96768,211968,12192.768,8227.068493,TP,53551195
C52,97792,221184,2542.592,1662.302387,FP,-1
C10,96768,211968,5419.008,3677.983562,TP,53551195
C7,97792,218624,24154.624,16426.13238,FP,1836485
C52,97792,221184,2542.592,1662.302387,FP,-1
C13,97792,217088,10757.12,7334.054054,FP,-1
C52,97792,221184,2542.592,1662.302387,FP,-1
C10,96768,211968,2419.2,1645.413699,TP,53551195
C13,97792,217088,10757.12,7334.054054,FP,-1
C10,96768,211968,2419.2,1645.413699,TP,53551195
C39,97792,221184,28555.264,19458.71618,TP,5711488.5
C13,97792,217088,10757.12,7334.054054,FP,-1
C10,96768,211968,2419.2,1645.413699,TP,53551195
C13,97792,217088,4791.808,3226.983784,FP,-1
C10,96768,211968,2419.2,1645.413699,FP,53551195
C10,96768,211968,2419.2,1645.413699,FP,53551195
C10,96768,211968,2419.2,1645.413699,FP,53551195
C13,97792,217088,2151.424,1466.810811,FP,-1
C13,97792,217088,2151.424,1466.810811,FP,-1
C10,96768,211968,2419.2,1645.413699,TP,53551195
C13,97792,217088,2151.424,1466.810811,FP,-1
C52,97792,221184,2542.592,1662.302387,FP,-1
C38,97792,218112,3227.136,2151.777578,FP,-1
C39,97792,221184,28555.264,19458.71618,Recognition,8005834
C10,96768,211968,2419.2,1645.413699,TP,53551195
C52,97792,221184,2542.592,1662.302387,FP,-1
C13,97792,217088,2151.424,1466.810811,FP,-1
C38,97792,218112,3227.136,2151.777578,FP,-1
C10,96768,211968,5419.008,3677.983562,TP,53551195
C38,97792,218112,3227.136,2151.777578,FP,-1
C52,97792,221184,2542.592,1662.302387,FP,-1
C13,97792,217088,2151.424,1466.810811,FP,-1
C10,96768,211968,5419.008,3677.983562,TP,53551195
C13,97792,217088,2151.424,1466.810811,FP,-1
C41,97792,221184,10757.12,7333.687003,Recognition,1836079
C10,96768,211968,8128.512,5516.975342,TP,53551195
C13,97792,217088,2151.424,1466.810811,FP,-1
C10,96768,211968,8128.512,5516.975342,TP,53551195
C38,97792,218112,3227.136,2151.777578,FP,-1
C38,97792,218112,3227.136,2151.777578,FP,-1
C10,96768,211968,18289.152,12388.99726,TP,53551195
C13,97792,217088,2151.424,1466.810811,FP,-1
C10,96768,211968,18289.152,12388.99726,FP,253412
C38,97792,218112,3227.136,2151.777578,FP,-1
C32,96768,210432,40739.328,27670.59862,Recognition,2573315
C10,96768,211968,18289.152,12388.99726,FP,253412
C13,97792,217088,2151.424,1466.810811,FP,-1
