ImageName,Title,Year,Coders,coder1-encodings,coder2-encodings,other-coder-encodings
VisC.150.9.png,Applying space subdivision techniques to volume rendering,1990,HS; JC,Surface/Volume,Surface/Volume,
VisC.150.7.png,Applying space subdivision techniques to volume rendering,1990,PI; JC,Surface/Volume,Surface/Volume,
VisC.168.5.png,Hierarchical triangulation using terrain features,1990,PI; JC,Surface/Volume,Surface/Volume,
VisC.176.1.png,Rendering and managing spherical data with sphere quadtrees,1990,MS; TM,Area,Area,
VisC.176.10.png,Rendering and managing spherical data with sphere quadtrees,1990,RL; HS,Node-link,Node-link,
VisC.187.2.png,Methods for surface interrogation,1990,RL; JC,Line,Line,
VisC.187.1.png,Methods for surface interrogation,1990,PI; HS,Node-link,Node-link,
VisC.187.4.png,Methods for surface interrogation,1990,PI; JC,Node-link,Node-link,
VisC.187.6.png,Methods for surface interrogation,1990,PI; JC,Node-link,Node-link,
VisC.187.7.png,Methods for surface interrogation,1990,PI; RL,Node-link,Node-link,
VisC.187.10.png,Methods for surface interrogation,1990,HS; JC,Node-link,Node-link,
VisC.194.5.png,A three-dimensional/stereoscopic display and model control system for Great Lakes forecasts,1990,PI; HS,Glyph,Glyph,
VisC.194.7.png,A three-dimensional/stereoscopic display and model control system for Great Lakes forecasts,1990,MS; RL,Point,Point,
VisC.202.13.png,"Spline-based color sequences for univariate, bivariate and trivariate mapping",1990,MS; RL,Grid,Grid,
VisC.202.14.png,"Spline-based color sequences for univariate, bivariate and trivariate mapping",1990,MS; RL,Grid,Grid,
VisC.209.3.png,Interactive visualization of quaternion Julia sets,1990,RL; HS,Surface/Volume,Surface/Volume,
VisC.209.6.png,Interactive visualization of quaternion Julia sets,1990,TM; RL,Line,Line,
VisC.209.5.png,Interactive visualization of quaternion Julia sets,1990,JC; RL,Surface/Volume,Surface/Volume,
VisC.209.8.png,Interactive visualization of quaternion Julia sets,1990,JC; HS,Surface/Volume,Surface/Volume,
VisC.219.14.png,A journey into the fourth dimension,1990,TI; JC,Surface/Volume,Surface/Volume,
VisC.219.15.png,A journey into the fourth dimension,1990,TI; JC,Surface/Volume,Surface/Volume,
VisC.219.17.png,A journey into the fourth dimension,1990,MS; RL,Surface/Volume,Surface/Volume,
VisC.219.2.png,A journey into the fourth dimension,1990,TI; JC,Surface/Volume,Surface/Volume,
VisC.219.3.png,A journey into the fourth dimension,1990,TM; TI,Pattern,Surface/Volume,
VisC.219.4.png,A journey into the fourth dimension,1990,MS; TI,Surface/Volume,Surface/Volume,
VisC.238.1.png,Shape coding of multidimensional data on a microcomputer display,1990,RL; HS,Grid,Grid,
VisC.238.2.png,Shape coding of multidimensional data on a microcomputer display,1990,HS; JC,Grid,Glyph,
VisC.247.4.png,Visualization of irregular multivariate data,1990,MS; JC,Surface/Volume,Surface/Volume,
VisC.247.5.png,Visualization of irregular multivariate data,1990,MS; HS,Grid,Surface/Volume,
VisC.247.1.png,Visualization of irregular multivariate data,1990,MS; PI,Surface/Volume,Surface/Volume,
VisC.255.1.png,Visualizing a scalar field on an N-dimensional lattice,1990,TI; JC,Line,Line,
VisC.255.2.png,Visualizing a scalar field on an N-dimensional lattice,1990,TM; TI,Line,Line,
VisC.255.4.png,Visualizing a scalar field on an N-dimensional lattice,1990,TM; JC,Line,Line,
VisC.255.6.png,Visualizing a scalar field on an N-dimensional lattice,1990,PI; TI,Bar,Bar,
VisC.263.6.png,Ray traced scalar fields with shaded polygonal output,1990,PI; RL,Node-link,Node-link,
VisC.263.7.png,Ray traced scalar fields with shaded polygonal output,1990,MS; RL,Surface/Volume,Surface/Volume,
VisC.263.8.png,Ray traced scalar fields with shaded polygonal output,1990,TM; JC,Surface/Volume,Surface/Volume,
VisC.263.9.png,Ray traced scalar fields with shaded polygonal output,1990,HS; JC,Surface/Volume,Surface/Volume,
VisC.263.11.png,Ray traced scalar fields with shaded polygonal output,1990,TI; RL,Surface/Volume,Surface/Volume,
VisC.263.10.png,Ray traced scalar fields with shaded polygonal output,1990,RL; HS,Surface/Volume,Surface/Volume,
VisC.273.7.png,The application of transport theory to visualization of 3D scalar data fields,1990,MS; TM,Surface/Volume,Surface/Volume,
VisC.273.4.png,The application of transport theory to visualization of 3D scalar data fields,1990,TM; HS,Surface/Volume,Surface/Volume,
VisC.273.9.png,The application of transport theory to visualization of 3D scalar data fields,1990,TM; JC,Surface/Volume,Surface/Volume,
VisC.273.5.png,The application of transport theory to visualization of 3D scalar data fields,1990,TI; JC,Surface/Volume,Surface/Volume,
VisC.273.8.png,The application of transport theory to visualization of 3D scalar data fields,1990,TM; TI,Point,Surface/Volume,
VisC.281.4.png,Visualization of scalar data defined on a structured grid-applications to petroleum research,1990,PI; HS,Surface/Volume,Surface/Volume,
VisC.281.3.png,Visualization of scalar data defined on a structured grid-applications to petroleum research,1990,MS; PI,Grid,Surface/Volume,
VisC.289.2.png,A numerical method for rendering spherical reflections,1990,JC; HS,Area,Area,
VisC.289.11.png,A numerical method for rendering spherical reflections,1990,TM; JC,Surface/Volume,Surface/Volume,
VisC.289.10.png,A numerical method for rendering spherical reflections,1990,TI; JC,Surface/Volume,Surface/Volume,
VisC.298.11.png,Superposing images with shadow casting,1990,TI; RL,Surface/Volume,Surface/Volume,
VisC.298.9.png,Superposing images with shadow casting,1990,TM; RL,Surface/Volume,Surface/Volume,
VisC.307.6.png,Automatic illustration of 3D geometric models: surfaces,1990,MS; JC,Surface/Volume,Surface/Volume,
VisC.307.8.png,Automatic illustration of 3D geometric models: surfaces,1990,TI; HS,Line,Line,
VisC.307.9.png,Automatic illustration of 3D geometric models: surfaces,1990,JC; HS,Node-link,Node-link,
VisC.307.11.png,Automatic illustration of 3D geometric models: surfaces,1990,TI; JC,Surface/Volume,Surface/Volume,
VisC.307.13.png,Automatic illustration of 3D geometric models: surfaces,1990,TI; JC,Surface/Volume,Surface/Volume,
VisC.315.2.png,Scattered data interpolation tools in a microcomputer visualization environment,1990,JC; HS,Node-link,Node-link,
VisC.342.6.png,Techniques for visualizing 3-dimensional manifolds,1990,PI; HS,Node-link,Node-link,
VisC.342.9.png,Techniques for visualizing 3-dimensional manifolds,1990,TM; RL,Surface/Volume,Surface/Volume,
VisC.342.11.png,Techniques for visualizing 3-dimensional manifolds,1990,HS; JC,Surface/Volume,Surface/Volume,
VisC.342.10.png,Techniques for visualizing 3-dimensional manifolds,1990,RL; HS,Surface/Volume,Surface/Volume,
VisC.342.12.png,Techniques for visualizing 3-dimensional manifolds,1990,MS; JC,Surface/Volume,Surface/Volume,
VisC.342.4.png,Techniques for visualizing 3-dimensional manifolds,1990,TM; HS,Surface/Volume,Surface/Volume,
VisC.342.3.png,Techniques for visualizing 3-dimensional manifolds,1990,TI; JC,Surface/Volume,Surface/Volume,
VisC.342.5.png,Techniques for visualizing 3-dimensional manifolds,1990,PI; JC,Surface/Volume,Surface/Volume,
VisC.342.2.png,Techniques for visualizing 3-dimensional manifolds,1990,MS; PI,Surface/Volume,Surface/Volume,
VisC.353.6.png,Accurate display of tensor product isosurfaces,1990,PI; TI,Surface/Volume,Surface/Volume,
VisC.353.5.png,Accurate display of tensor product isosurfaces,1990,TI; HS,Line,Line,
VisC.353.1.png,Accurate display of tensor product isosurfaces,1990,MS; HS,Surface/Volume,Surface/Volume,
VisC.353.2.png,Accurate display of tensor product isosurfaces,1990,JC; HS,Surface/Volume,Surface/Volume,
VisC.353.4.png,Accurate display of tensor product isosurfaces,1990,TM; JC,Surface/Volume,Surface/Volume,
VisC.361.1.png,Parallel coordinates: a tool for visualizing multi-dimensional geometry,1990,MS; PI,Line,Line,
VisC.361.10.png,Parallel coordinates: a tool for visualizing multi-dimensional geometry,1990,TM; RL,Line,Line,
VisC.361.20.png,Parallel coordinates: a tool for visualizing multi-dimensional geometry,1990,MS; TM,Line,Line,
VisC.361.21.png,Parallel coordinates: a tool for visualizing multi-dimensional geometry,1990,TM; RL,Line,Line,
VisC.361.22.png,Parallel coordinates: a tool for visualizing multi-dimensional geometry,1990,JC; RL,Line,Line,
VisC.361.25.png,Parallel coordinates: a tool for visualizing multi-dimensional geometry,1990,MS; TI,Line,Line,
VisC.361.23.png,Parallel coordinates: a tool for visualizing multi-dimensional geometry,1990,MS; HS,Line,Line,
VisC.361.27.png,Parallel coordinates: a tool for visualizing multi-dimensional geometry,1990,RL; HS,Line,Line,
VisC.361.4.png,Parallel coordinates: a tool for visualizing multi-dimensional geometry,1990,TM; TI,Line,Line,
VisC.361.5.png,Parallel coordinates: a tool for visualizing multi-dimensional geometry,1990,JC; RL,Point,Point,
VisC.361.3.png,Parallel coordinates: a tool for visualizing multi-dimensional geometry,1990,MS; HS,Point,Point,
VisC.361.7.png,Parallel coordinates: a tool for visualizing multi-dimensional geometry,1990,TI; HS,Line,Line,
VisC.379.7.png,Visualization of free form volumes,1990,MS; TM,Node-link,Node-link,
VisC.379.10.png,Visualization of free form volumes,1990,JC; RL,Surface/Volume,Surface/Volume,
VisC.422.2.png,Visualization for nonlinear engineering FEM analysis in manufacturing,1990,PI; JC,Line,Line,
VisC.430.2.png,Case study in scientific visualization: factors inducing periodic breathing in humans with blunted hypoxic sensitivity,1990,TM; HS,Line,Line,
VisC.430.4.png,Case study in scientific visualization: factors inducing periodic breathing in humans with blunted hypoxic sensitivity,1990,PI; JC,Surface/Volume,Surface/Volume,
VisC.435.4.png,Interactive investigation of fluid mechanics data sets,1990,TM; RL,Surface/Volume,Surface/Volume,
VisC.435.2.png,Interactive investigation of fluid mechanics data sets,1990,MS; RL,Grid,Grid,
VisC.443.5.png,Personal visualization system: applications in research and engineering,1990,MS; TM,Pattern,Pattern,
VisC.443.9.png,Personal visualization system: applications in research and engineering,1990,JC; HS,Line,Point,
VisC.449.5.png,A graphical interface for robotic remediation of underground storage tanks,1990,HS; JC,Node-link,Node-link,
VisC.449.7.png,A graphical interface for robotic remediation of underground storage tanks,1990,TI; RL,Node-link,Node-link,
VisC.449.9.png,A graphical interface for robotic remediation of underground storage tanks,1990,MS; TM,Node-link,Surface/Volume,
VisC.3.4.png,Interval set: a volume rendering technique generalizing isosurface extraction,1995,TI; HS,Surface/Volume,Surface/Volume,
VisC.11.6.png,Interactive maximum projection volume rendering,1995,TM; TI,Surface/Volume,Surface/Volume,
VisC.19.2.png,Interactive realism for visualization using ray tracing,1995,TM; PI,Surface/Volume,Surface/Volume,
VisC.19.10.png,Interactive realism for visualization using ray tracing,1995,TI; HS,Surface/Volume,Surface/Volume,
VisC.19.12.png,Interactive realism for visualization using ray tracing,1995,TM; RL,Surface/Volume,Surface/Volume,
VisC.27.8.png,A hardware acceleration method for volumetric ray tracing,1995,MS; PI,Grid,Surface/Volume,
VisC.27.10.png,A hardware acceleration method for volumetric ray tracing,1995,TM; JC,Surface/Volume,Surface/Volume,
VisC.27.11.png,A hardware acceleration method for volumetric ray tracing,1995,JC; HS,Surface/Volume,Surface/Volume,
VisC.27.14.png,A hardware acceleration method for volumetric ray tracing,1995,MS; HS,Surface/Volume,Surface/Volume,
VisC.36.1.png,"Defining, computing, and visualizing molecular interfaces",1995,TM; HS,Surface/Volume,Surface/Volume,
VisC.36.5.png,"Defining, computing, and visualizing molecular interfaces",1995,HS; JC,Surface/Volume,Surface/Volume,
VisC.36.6.png,"Defining, computing, and visualizing molecular interfaces",1995,HS; JC,Surface/Volume,Surface/Volume,
VisC.36.7.png,"Defining, computing, and visualizing molecular interfaces",1995,PI; RL,Surface/Volume,Surface/Volume,
VisC.44.1.png,Visualization of biological sequence similarity search results,1995,TM; JC,Line,Bar,
VisC.44.4.png,Visualization of biological sequence similarity search results,1995,MS; JC,Point,Point,
VisC.52.4.png,Enhancing transparent skin surfaces with ridge and valley lines,1995,TM; PI,Surface/Volume,Surface/Volume,
VisC.52.5.png,Enhancing transparent skin surfaces with ridge and valley lines,1995,TI; HS,Surface/Volume,Surface/Volume,
VisC.69.6.png,On enhancing the speed of splatting with indexing,1995,RL; JC,Surface/Volume,Surface/Volume,
VisC.69.7.png,On enhancing the speed of splatting with indexing,1995,HS; JC,Surface/Volume,Surface/Volume,
VisC.69.8.png,On enhancing the speed of splatting with indexing,1995,TM; JC,Surface/Volume,Surface/Volume,
VisC.77.8.png,IFS fractal interpolation for 2D and 3D visualization,1995,TM; TI,Surface/Volume,Surface/Volume,
VisC.77.9.png,IFS fractal interpolation for 2D and 3D visualization,1995,RL; JC,Surface/Volume,Surface/Volume,
VisC.77.12.png,IFS fractal interpolation for 2D and 3D visualization,1995,MS; JC,Grid,Grid,
VisC.77.13.png,IFS fractal interpolation for 2D and 3D visualization,1995,MS; TI,Point,Point,
VisC.77.15.png,IFS fractal interpolation for 2D and 3D visualization,1995,TM; JC,Surface/Volume,Surface/Volume,
VisC.77.18.png,IFS fractal interpolation for 2D and 3D visualization,1995,RL; JC,Surface/Volume,Surface/Volume,
VisC.77.19.png,IFS fractal interpolation for 2D and 3D visualization,1995,TI; JC,Surface/Volume,Surface/Volume,
VisC.77.17.png,IFS fractal interpolation for 2D and 3D visualization,1995,RL; JC,Node-link,Node-link,
VisC.77.21.png,IFS fractal interpolation for 2D and 3D visualization,1995,RL; HS,Surface/Volume,Surface/Volume,
VisC.77.22.png,IFS fractal interpolation for 2D and 3D visualization,1995,TI; HS,Surface/Volume,Surface/Volume,
VisC.77.20.png,IFS fractal interpolation for 2D and 3D visualization,1995,TM; JC,Surface/Volume,Surface/Volume,
VisC.86.2.png,Automated generation of visual simulation databases using remote sensing and GIS,1995,TI; RL,Area,Area,
VisC.86.4.png,Automated generation of visual simulation databases using remote sensing and GIS,1995,PI; JC,Node-link,Node-link,
VisC.86.8.png,Automated generation of visual simulation databases using remote sensing and GIS,1995,MS; JC,Node-link,Node-link,
VisC.86.11.png,Automated generation of visual simulation databases using remote sensing and GIS,1995,RL; JC,Surface/Volume,Surface/Volume,
VisC.94.1.png,Virtual GIS: a real-time 3D geographic information system,1995,RL; HS,Surface/Volume,Surface/Volume,
VisC.94.6.png,Virtual GIS: a real-time 3D geographic information system,1995,RL; JC,Surface/Volume,Surface/Volume,
VisC.118.5.png,A rule-based tool for assisting colormap selection,1995,TI; JC,Grid,Grid,
VisC.135.2.png,Fast multiresolution surface meshing,1995,MS; JC,Line,Line,
VisC.135.5.png,Fast multiresolution surface meshing,1995,RL; JC,Surface/Volume,Surface/Volume,
VisC.135.16.png,Fast multiresolution surface meshing,1995,MS; JC,Line,Line,
VisC.135.15.png,Fast multiresolution surface meshing,1995,TM; TI,Line,Line,
VisC.143.5.png,Sweeping simplices: a fast iso-surface extraction algorithm for unstructured grids,1995,TI; JC,Line,Line,
VisC.143.15.png,Sweeping simplices: a fast iso-surface extraction algorithm for unstructured grids,1995,MS; TM,Surface/Volume,Surface/Volume,
VisC.159.8.png,Fast normal estimation using surface characteristics,1995,MS; JC,Surface/Volume,Surface/Volume,
VisC.168.1.png,Compression domain rendering of time-resolved volume data,1995,TM; JC,Line,Line,
VisC.168.3.png,Compression domain rendering of time-resolved volume data,1995,JC; HS,Line,Line,
VisC.168.4.png,Compression domain rendering of time-resolved volume data,1995,MS; TI,Line,Line,
VisC.168.6.png,Compression domain rendering of time-resolved volume data,1995,TM; PI,Surface/Volume,Surface/Volume,
VisC.168.5.png,Compression domain rendering of time-resolved volume data,1995,JC; HS,Surface/Volume,Surface/Volume,
VisC.176.8.png,High-speed volume rendering using redundant block compression,1995,TI; JC,Surface/Volume,Surface/Volume,
VisC.184.5.png,Authenticity analysis of wavelet approximations in visualization,1995,TM; PI,Line,Line,
VisC.184.6.png,Authenticity analysis of wavelet approximations in visualization,1995,PI; TI,Line,Line,
VisC.184.4.png,Authenticity analysis of wavelet approximations in visualization,1995,JC; RL,Line,Line,
VisC.184.10.png,Authenticity analysis of wavelet approximations in visualization,1995,MS; RL,Line,Line,
VisC.184.9.png,Authenticity analysis of wavelet approximations in visualization,1995,TI; HS,Line,Line,
VisC.184.7.png,Authenticity analysis of wavelet approximations in visualization,1995,MS; TM,Line,Line,
VisC.184.12.png,Authenticity analysis of wavelet approximations in visualization,1995,MS; TI,Line,Line,
VisC.184.8.png,Authenticity analysis of wavelet approximations in visualization,1995,TI; JC,Line,Line,
VisC.184.11.png,Authenticity analysis of wavelet approximations in visualization,1995,MS; PI,Line,Line,
VisC.184.18.png,Authenticity analysis of wavelet approximations in visualization,1995,JC; RL,Line,Line,
VisC.184.15.png,Authenticity analysis of wavelet approximations in visualization,1995,MS; JC,Line,Line,
VisC.184.14.png,Authenticity analysis of wavelet approximations in visualization,1995,MS; PI,Line,Line,
VisC.184.17.png,Authenticity analysis of wavelet approximations in visualization,1995,MS; HS,Line,Line,
VisC.184.19.png,Authenticity analysis of wavelet approximations in visualization,1995,JC; HS,Line,Line,
VisC.184.16.png,Authenticity analysis of wavelet approximations in visualization,1995,PI; JC,Line,Line,
VisC.184.21.png,Authenticity analysis of wavelet approximations in visualization,1995,TM; JC,Line,Line,
VisC.184.20.png,Authenticity analysis of wavelet approximations in visualization,1995,MS; RL,Line,Line,
VisC.184.22.png,Authenticity analysis of wavelet approximations in visualization,1995,TI; JC,Line,Line,
VisC.184.23.png,Authenticity analysis of wavelet approximations in visualization,1995,PI; JC,Line,Line,
VisC.184.28.png,Authenticity analysis of wavelet approximations in visualization,1995,JC; HS,Bar,Area,
VisC.192.5.png,Direct rendering of Laplacian pyramid compressed volume data,1995,TI; RL,Surface/Volume,Surface/Volume,
VisC.192.6.png,Direct rendering of Laplacian pyramid compressed volume data,1995,JC; HS,Surface/Volume,Surface/Volume,
VisC.192.8.png,Direct rendering of Laplacian pyramid compressed volume data,1995,JC; HS,Surface/Volume,Surface/Volume,
VisC.201.5.png,Automatic generation of triangular irregular networks using greedy cuts,1995,MS; TM,Surface/Volume,Node-link,
VisC.201.4.png,Automatic generation of triangular irregular networks using greedy cuts,1995,MS; RL,Node-link,Node-link,
VisC.209.3.png,Legibility enhancement for information visualisation,1995,PI; JC,Node-link,Node-link,
VisC.217.12.png,Subverting structure: data-driven diagram generation,1995,TI; HS,Node-link,Node-link,
VisC.217.11.png,Subverting structure: data-driven diagram generation,1995,MS; TI,Bar,Bar,
VisC.233.1.png,Enhanced spot noise for vector field visualization,1995,TI; JC,Pattern,Pattern,
VisC.233.3.png,Enhanced spot noise for vector field visualization,1995,JC; RL,Pattern,Pattern,
VisC.233.6.png,Enhanced spot noise for vector field visualization,1995,TM; JC,Pattern,Pattern,
VisC.233.11.png,Enhanced spot noise for vector field visualization,1995,HS; JC,Surface/Volume,Pattern,
VisC.233.12.png,Enhanced spot noise for vector field visualization,1995,PI; RL,Line,Pattern,
VisC.240.2.png,Interactive visualization of mixed scalar and vector fields,1995,TM; RL,Surface/Volume,Surface/Volume,
VisC.248.3.png,Vector plots for irregular grids,1995,TI; RL,Glyph,Glyph,
VisC.248.4.png,Vector plots for irregular grids,1995,MS; JC,Pattern,Line,
VisC.248.5.png,Vector plots for irregular grids,1995,JC; HS,Line,Line,
VisC.248.8.png,Vector plots for irregular grids,1995,JC; HS,Glyph,Glyph,
VisC.248.9.png,Vector plots for irregular grids,1995,TI; HS,Surface/Volume,Surface/Volume,
VisC.254.5.png,Tensor product surfaces guided by minimal surface area triangulations,1995,TM; JC,Surface/Volume,Surface/Volume,
VisC.254.9.png,Tensor product surfaces guided by minimal surface area triangulations,1995,TM; JC,Surface/Volume,Surface/Volume,
VisC.254.8.png,Tensor product surfaces guided by minimal surface area triangulations,1995,TM; JC,Line,Line,
VisC.254.7.png,Tensor product surfaces guided by minimal surface area triangulations,1995,TI; HS,Line,Line,
VisC.254.12.png,Tensor product surfaces guided by minimal surface area triangulations,1995,RL; JC,Surface/Volume,Surface/Volume,
VisC.254.11.png,Tensor product surfaces guided by minimal surface area triangulations,1995,JC; RL,Surface/Volume,Surface/Volume,
VisC.263.6.png,An extended data-flow architecture for data analysis and visualization,1995,MS; TM,Surface/Volume,Surface/Volume,
VisC.271.5.png,High Dimensional Brushing for Interactive Exploration of Multivariate Data,1995,TM; JC,Point,Point,
VisC.271.7.png,High Dimensional Brushing for Interactive Exploration of Multivariate Data,1995,TI; RL,Line,Line,
VisC.271.6.png,High Dimensional Brushing for Interactive Exploration of Multivariate Data,1995,PI; JC,Glyph,Glyph,
VisC.271.8.png,High Dimensional Brushing for Interactive Exploration of Multivariate Data,1995,MS; HS,Grid,Grid,
VisC.279.4.png,Recursive pattern: a technique for visualizing very large amounts of data,1995,HS; JC,Line,Line,
VisC.279.5.png,Recursive pattern: a technique for visualizing very large amounts of data,1995,PI; TI,Grid,Grid,
VisC.279.6.png,Recursive pattern: a technique for visualizing very large amounts of data,1995,TI; HS,Grid,Grid,
VisC.288.3.png,Iconic techniques for feature visualization,1995,TI; JC,Surface/Volume,Surface/Volume,
VisC.288.7.png,Iconic techniques for feature visualization,1995,MS; HS,Surface/Volume,Line,
VisC.288.9.png,Iconic techniques for feature visualization,1995,MS; RL,Surface/Volume,Surface/Volume,
VisC.296.3.png,Voxel based object simplification,1995,TI; JC,Surface/Volume,Surface/Volume,
VisC.296.5.png,Voxel based object simplification,1995,TM; TI,Surface/Volume,Surface/Volume,
VisC.296.6.png,Voxel based object simplification,1995,TI; HS,Surface/Volume,Surface/Volume,
VisC.296.9.png,Voxel based object simplification,1995,RL; JC,Surface/Volume,Surface/Volume,
VisC.296.10.png,Voxel based object simplification,1995,MS; TI,Surface/Volume,Surface/Volume,
VisC.304.6.png,3D computational steering with parametrized geometric objects,1995,HS; JC,Glyph,Glyph,
VisC.313.6.png,Fast Algorithms for Visualizing Fluid Motion in Steady Flow on Unstructured Grids,1995,PI; JC,Line,Line,
VisC.313.4.png,Fast Algorithms for Visualizing Fluid Motion in Steady Flow on Unstructured Grids,1995,TI; JC,Line,Line,
VisC.329.2.png,Unsteady flow volumes,1995,MS; PI,Node-link,Node-link,
VisC.329.8.png,Unsteady flow volumes,1995,MS; HS,Surface/Volume,Surface/Volume,
VisC.329.11.png,Unsteady flow volumes,1995,JC; HS,Surface/Volume,Surface/Volume,
VisC.338.1.png,Propositional n-traces: visualizing a problem in philosophical logic,1995,TM; JC,Point,Point,
VisC.338.4.png,Propositional n-traces: visualizing a problem in philosophical logic,1995,RL; HS,Point,Point,
VisC.342.4.png,Qualitative analysis of invariant tori in a dynamical system,1995,TI; RL,Surface/Volume,Surface/Volume,
VisC.346.3.png,Pictorial statistics-visualization of high-dimensional statistical distributions,1995,TM; RL,Point,Point,
VisC.351.2.png,Visualization for aerodynamic design of helicopter rotor blades,1995,TI; RL,Glyph,Glyph,
VisC.351.5.png,Visualization for aerodynamic design of helicopter rotor blades,1995,MS; TM,Line,Line,
VisC.351.6.png,Visualization for aerodynamic design of helicopter rotor blades,1995,TM; RL,Line,Line,
VisC.355.1.png,Visualization of high speed aerodynamic configuration design,1995,RL; HS,Surface/Volume,Surface/Volume,
VisC.355.3.png,Visualization of high speed aerodynamic configuration design,1995,TM; HS,Surface/Volume,Surface/Volume,
VisC.355.5.png,Visualization of high speed aerodynamic configuration design,1995,RL; HS,Surface/Volume,Surface/Volume,
VisC.359.1.png,Volume-based reasoning and visualization of diecastability,1995,TI; RL,Surface/Volume,Surface/Volume,
VisC.364.1.png,A visualization tool for studying the development of the moss Physcomitrella patens,1995,HS; JC,Node-link,Node-link,
VisC.368.5.png,Marching through the Visible Man,1995,MS; PI,Surface/Volume,Surface/Volume,
VisC.368.6.png,Marching through the Visible Man,1995,JC; RL,Surface/Volume,Surface/Volume,
VisC.368.7.png,Marching through the Visible Man,1995,MS; TM,Surface/Volume,Surface/Volume,
VisC.368.8.png,Marching through the Visible Man,1995,RL; HS,Surface/Volume,Surface/Volume,
VisC.368.11.png,Marching through the Visible Man,1995,TI; JC,Surface/Volume,Surface/Volume,
VisC.368.9.png,Marching through the Visible Man,1995,MS; JC,Surface/Volume,Surface/Volume,
VisC.374.1.png,Astronomers and their shady algorithms,1995,MS; PI,Surface/Volume,Surface/Volume,
VisC.379.3.png,Flow visualization in a hypersonic fin/ramp flow,1995,MS; RL,Line,Line,
